agent_id,scenario,benefit,cost,efficiency,pressure_sensitivity,initial_type
0,small_volunteer,0.7264084831425338,0.7809785527195556,1.1763132106356649,0.17628946733646167,passive_user
1,small_volunteer,0.6269126002249317,1.104183671429815,0.7110867981469801,0.4679995790993233,passive_user
2,small_volunteer,0.6002940903733549,2.393247134217813,0.9405002504277427,0.37357033435833265,conditional_contributor
3,small_volunteer,0.8015307734224438,1.3129618968625631,1.2378978524848108,0.46567935321842047,conditional_contributor
4,small_volunteer,0.44127867420368844,0.3167672345772734,1.0878243401943726,0.3367864201637061,active_contributor
5,small_volunteer,0.8762996046558786,0.50462653405394,1.1973376364470465,0.30281821114493435,passive_user
6,small_volunteer,0.43953146631264856,0.964665585858677,0.9640847085143498,0.50165136742266,conditional_contributor
7,small_volunteer,1.0953234664816152,0.3196933429309967,1.0317624131480414,0.13539136098257565,active_contributor
8,small_volunteer,0.7340587370000637,0.5817144224080182,1.078753323414151,0.11078889922076789,conditional_contributor
9,small_volunteer,1.663921456475787,0.5376691146338416,1.1908462277458818,0.4979221508936097,conditional_contributor
10,small_volunteer,0.9617171532066348,1.2069364530729052,0.9005849523890583,0.24181620305650134,active_contributor
11,small_volunteer,0.5968165560382845,1.7996628761582134,0.8401410204350903,0.4088413411349936,passive_user
12,small_volunteer,0.9238784185930243,1.60077413378605,0.8044590328238451,0.47322581165459277,passive_user
13,small_volunteer,1.5953625437075234,1.7056249887191448,0.848238207394147,0.1726295703575591,passive_user
14,small_volunteer,0.4995388505889272,1.08454330045822,0.9762761149776579,0.16088053597770455,active_contributor
15,small_volunteer,0.352561650804148,0.999243428965183,0.741104934311431,0.508257833148261,conditional_contributor
16,small_volunteer,1.2546611700513202,0.5174826157538498,1.1854307481372963,0.32150729297810543,active_contributor
17,small_volunteer,1.201784681189293,1.2757956123736225,0.6880127032691111,0.2923054914690746,conditional_contributor
18,small_volunteer,0.3812689507955,2.5473164303128266,0.8966329231469485,0.5318514816214088,passive_user
19,small_volunteer,1.7194262745930364,1.3330478933582175,1.2309384441439197,0.2428140462257389,conditional_contributor
20,small_volunteer,2.3986631185577143,1.1869276897479226,1.14746421444607,0.23083833960804773,passive_user
21,small_volunteer,1.2059149037383552,0.620248219022218,0.8801972799517523,0.1440445912786321,conditional_contributor
22,small_volunteer,0.865088201675932,1.7364214031668481,0.7367739026611587,0.4363886543285499,passive_user
23,small_volunteer,1.84648941124869,0.35759857862865696,0.7127126537839058,0.4570675312066047,passive_user
24,small_volunteer,0.503815061552755,1.0010309213657684,1.2378238901449743,0.21193735039354872,conditional_contributor
25,small_volunteer,4.856448333039242,1.5389042718622126,1.0905856498590718,0.24497055284437624,active_contributor
26,small_volunteer,0.9007555781760189,0.20416615988102194,1.1279266267818329,0.15065601807216594,active_contributor
27,small_volunteer,1.1988881217744127,0.8860669744541009,0.8486713939278288,0.37024161082828555,active_contributor
28,small_volunteer,0.9389858113774155,1.2188127353785991,1.0665252633912061,0.20448900412817456,passive_user
29,small_volunteer,1.3074166104307208,1.8964568476984418,0.6559598302181617,0.3126393358437747,conditional_contributor
30,small_volunteer,0.45403630838434306,1.6110051067889029,1.0036595348232265,0.17480963385962464,active_contributor
31,small_volunteer,0.698758274771683,0.8159193887602519,1.0157706979616223,0.26410304040672006,passive_user
32,small_volunteer,0.49740709897209784,1.6432538209839542,0.8539555663856652,0.29694813730682573,conditional_contributor
33,small_volunteer,0.2593913672325841,0.20017318756826538,1.2105404535355146,0.35049226878388673,conditional_contributor
34,small_volunteer,0.7067590848638892,1.330910299166038,0.9939896623068358,0.47319836107027213,conditional_contributor
0,rapid_growth,1.0792988637911782,1.7385163086690019,0.8652651141728128,0.3209634038108268,conditional_contributor
1,rapid_growth,1.4713954737793669,3.429557230507785,1.0296644531542434,0.45757028279348233,passive_user
2,rapid_growth,1.004343917321278,2.214552028828653,0.7318815840068946,0.3294610063998141,active_contributor
3,rapid_growth,3.1663658573158195,0.1816825282189621,0.7604503695441344,0.11218595722188116,passive_user
4,rapid_growth,0.8845737222576227,1.7547503662840014,0.8681633308959915,0.41434314172511244,active_contributor
5,rapid_growth,1.0107726353990039,1.685862661332354,1.1529386077063544,0.1348921363805662,active_contributor
6,rapid_growth,1.354041654030853,0.45572289998365123,1.1682490226671762,0.4809235195521011,passive_user
7,rapid_growth,3.4607910781412303,1.6676879499067543,1.2245927497395566,0.4100904329325554,conditional_contributor
8,rapid_growth,0.559820043357886,0.8224957938671037,1.0146991988015235,0.40321075732559364,conditional_contributor
9,rapid_growth,0.8613455229772384,4.0967348322154145,0.7989484739070256,0.1301363316022287,conditional_contributor
10,rapid_growth,0.12368861768881245,1.4213033425740658,1.1262118792855822,0.5049431667095675,passive_user
11,rapid_growth,0.8998833307231485,1.3303749888851002,1.215271044125139,0.2743136697259583,passive_user
12,rapid_growth,2.298569831554092,0.3779397934851383,0.9610777436487078,0.29844469684210023,passive_user
13,rapid_growth,0.7920352472922365,0.15129744305550571,0.8966847062648728,0.5265421103866179,active_contributor
14,rapid_growth,0.3884519361526283,0.6464717903740396,1.0302683611848844,0.12888915604518633,passive_user
15,rapid_growth,3.2180546970171946,0.17932855968938613,0.7240177312943612,0.15451033199952746,active_contributor
16,rapid_growth,0.9170948481271463,1.1439513667304348,1.097491668710704,0.5495704737926544,conditional_contributor
17,rapid_growth,2.5808827478755934,0.7119647676189887,0.9651898039881612,0.5330431187881485,passive_user
18,rapid_growth,0.9459596241443827,1.2378492615343815,0.6870308549163808,0.126119083612886,conditional_contributor
19,rapid_growth,0.8005740764197096,2.0821816892297753,1.0920149974456121,0.48317775042579336,passive_user
20,rapid_growth,1.1687051031952427,0.8762729797669777,1.1570562876317798,0.1501540981397114,active_contributor
21,rapid_growth,0.817379845922629,0.6882946784249889,1.0209225380565305,0.32755099404290366,passive_user
22,rapid_growth,4.730789765173414,0.397505631939902,1.0907387420691936,0.3476323190281615,passive_user
23,rapid_growth,0.8367033929091067,1.0621553137677495,0.817667519341225,0.32827519162176344,passive_user
24,rapid_growth,0.8843549798708683,1.8942561425832483,1.0632016967214986,0.4623303629709725,passive_user
