time,scenario,policy,mode,G,H,D,Q,Q_norm,avg_effort,effort_gini,free_riding_ratio,welfare,policy_cost,stability_score
0,small_volunteer,baseline,nash,0.7432688469201258,0.0,0.2958932971674571,2.687765198428372,0.36614805448247933,0.07347674709159836,0.44628234848261017,0.22857142857142856,46.940474779469284,0.0,-0.005429833684183372
1,small_volunteer,baseline,nash,0.8831772546087919,0.0,0.3031198131740249,2.271434353580509,0.33253812820868606,0.0620896838654578,0.4378999935524788,0.2571428571428571,51.609555248343646,0.0,-0.00652281531963772
2,small_volunteer,baseline,nash,0.9742617482774132,0.0,0.2967674888253098,1.9298329623120414,0.3015961280710597,0.05274600719947238,0.4298920871334164,0.2857142857142857,54.35848553507607,0.0,-0.0073471908979847456
3,small_volunteer,baseline,nash,1.0337078710415204,0.0,0.30485663520601874,1.7059131479597955,0.2792892322013642,0.04662086545579444,0.4237127934043945,0.2857142857142857,56.045458975283296,0.0,-0.007712687291651754
4,small_volunteer,baseline,nash,1.0729678200161872,0.0,0.2972166448212899,1.5561811779471761,0.2633178497040013,0.042524868044213376,0.42008398997980034,0.3142857142857143,57.117568548160264,0.0,-0.00811825317210424
5,small_volunteer,baseline,nash,1.0992542802357361,0.0,0.2975960946534208,1.4547484933662969,0.25195758927663275,0.03975001289839856,0.41835610679806323,0.37142857142857144,57.81782522261177,0.0,-0.008313813738888065
6,small_volunteer,baseline,nash,1.1170725858937804,0.0,0.31089472426576376,1.385353080383863,0.24391167507155148,0.03785153091750786,0.41734473044050935,0.37142857142857144,58.28478636689849,0.0,-0.00827214378149077
7,small_volunteer,baseline,nash,1.1292717812400845,0.0,0.30277677843993905,1.3375132087223316,0.2382274854559831,0.03654272359767293,0.4169424235553152,0.37142857142857144,58.60098709996216,0.0,-0.008469600210445849
8,small_volunteer,baseline,nash,1.137687994077414,0.0,0.30318715123427503,1.3043428483078574,0.23421756958704815,0.03563523065441265,0.41680764373822754,0.37142857142857144,58.817502702257244,0.0,-0.008526007889544607
9,small_volunteer,baseline,nash,1.1435274433656493,0.0,0.30051784179421936,1.2812453650101063,0.23139111098335108,0.03500330924274986,0.4167819692962309,0.37142857142857144,58.966954900441166,0.0,-0.008604068674378684
10,small_volunteer,baseline,nash,1.1475959016901718,0.0,0.3038959011428318,1.2651117029655599,0.22939979314801384,0.03456190631541871,0.4167960754981652,0.37142857142857144,59.070709531922226,0.0,-0.008588738304989407
11,small_volunteer,baseline,nash,1.1504389770265473,0.0,0.2978874411355522,1.2538168946495682,0.2279972583765045,0.0342528882520225,0.41681338640426135,0.37142857142857144,59.1430340258661,0.0,-0.008689257273368334
12,small_volunteer,baseline,nash,1.1524300069676916,0.0,0.3048429764138878,1.2458968921924312,0.2270095921089138,0.03403620154320279,0.4168290952851188,0.37142857142857144,59.19359556610771,0.0,-0.008611073990615115
13,small_volunteer,baseline,nash,1.1538264722246745,0.0,0.31412413299395125,1.2403369396524682,0.22631415358055873,0.0338840839559823,0.41684907427176565,0.37142857142857144,59.229015236304605,0.0,-0.008498380627598223
14,small_volunteer,baseline,nash,1.1548069841736337,0.0,0.31575024238272403,1.2364305872341244,0.22582451420437566,0.03377720781928036,0.4168713149624794,0.37142857142857144,59.253863553640834,0.0,-0.008483987540866433
15,small_volunteer,baseline,nash,1.1554959673931877,0.0,0.32138904646784083,1.2336844458861078,0.22547978856201098,0.03370207444282347,0.416887082506076,0.37142857142857144,59.271313448424,0.0,-0.008414865729144072
16,small_volunteer,baseline,nash,1.155980362481607,0.0,0.32411206605957654,1.2317531362974026,0.22523709556344487,0.03364923449194232,0.41689822199038473,0.37142857142857144,59.28357657711828,0.0,-0.008382678476583694
17,small_volunteer,baseline,nash,1.156321050558338,0.0,0.3211915795083807,1.2303944904469872,0.22506623898986916,0.033612062389918276,0.4169060835473628,0.37142857142857144,59.292199015854855,0.0,-0.008423334333709676
18,small_volunteer,baseline,nash,1.1565607302861405,0.0,0.3151113255065343,1.2294385098608143,0.22494595721450014,0.033585907061961476,0.4169150032632618,0.37142857142857144,59.29826378404,0.0,-0.008504929205489287
19,small_volunteer,baseline,nash,1.1567293810302732,0.0,0.31361876024481355,1.2287657590535466,0.22486128057494473,0.03356750080434575,0.41692176573073825,0.37142857142857144,59.30253063677916,0.0,-0.008525804258829872
20,small_volunteer,baseline,nash,1.1568480681024798,0.0,0.3197494933199209,1.2282922772212286,0.2248016698533492,0.03355454648171731,0.416926530472429,0.37142857142857144,59.30553310294696,0.0,-0.008446000607992277
21,small_volunteer,baseline,nash,1.156931601388699,0.0,0.32609843906657604,1.2279590170870471,0.22475970525804093,0.03354542858141287,0.4169298867737181,0.37142857142857144,59.30764611914042,0.0,-0.008363492838163955
22,small_volunteer,baseline,nash,1.1569903969566782,0.0,0.33904121399283454,1.2277244402039225,0.22473016323524836,0.033539010625258776,0.41693225053296534,0.37142857142857144,59.30913330660434,0.0,-0.008195809935738652
23,small_volunteer,baseline,nash,1.1570317826223921,0.0,0.34477642234072015,1.2275593191655485,0.22470936644131906,0.03353449296063124,0.4169339150556792,0.37142857142857144,59.310180086790055,0.0,-0.008122170980519705
24,small_volunteer,baseline,nash,1.1570609145765205,0.0,0.3513735969679528,1.227443085904785,0.22469472607896676,0.03353131285147146,0.416935087080784,0.37142857142857144,59.310916911531315,0.0,-0.008037752747069637
25,small_volunteer,baseline,nash,1.1570814214461032,0.0,0.36354847459200124,1.2273612646672547,0.22468441968461617,0.033529074245432604,0.4169359122754974,0.37142857142857144,59.311435575685145,0.0,-0.007882894644591687
26,small_volunteer,baseline,nash,1.157095857091932,0.0,0.3691329099110464,1.2273036667174044,0.22467716428514065,0.033527498381676166,0.4169364932492128,0.37142857142857144,59.31180068057504,0.0,-0.007812401003628455
27,small_volunteer,baseline,nash,1.157106019065562,0.0,0.3740287407688746,1.2272631203660036,0.22467205669955986,0.033526389044845256,0.41693690226758817,0.37142857142857144,59.3120576939178,0.0,-0.007750839984966618
28,small_volunteer,baseline,nash,1.1571131726453643,0.0,0.37833800838288106,1.2272345773940487,0.22466846111258126,0.03352560811710477,0.4169371902191925,0.37142857142857144,59.31223861881751,0.0,-0.0076968401788324314
29,small_volunteer,baseline,nash,1.1571182084777374,0.0,0.38392301171107734,1.2272144842234474,0.224665929927969,0.033525058373562726,0.4169373929358282,0.37142857142857144,59.312365982111984,0.0,-0.0076270991736211435
0,rapid_growth,baseline,nash,0.7280068408371824,0.2116043108782595,0.44157979215435117,3.3440034860480603,0.4116213078744003,0.09996980889959002,0.594601256795628,0.17142857142857143,65.3549739942019,0.0,-0.020148215556653915
1,rapid_growth,baseline,nash,0.8290369520545493,0.18362522807793874,0.4483480984626164,2.928518535279167,0.38344726397887796,0.08748200873452408,0.5890322900176375,0.17142857142857143,70.7805869592826,0.0,-0.02190794723157463
2,rapid_growth,baseline,nash,0.9014882597567057,0.17574976099248996,0.4581788163188495,2.6141021632212933,0.3600696127682304,0.07802722943760898,0.5832900487003159,0.2,74.25019552897928,0.0,-0.022997951502564007
3,rapid_growth,baseline,nash,0.9501821255911395,0.180159101474201,0.47173689515637823,2.390489720749055,0.3421706866299682,0.07129985299554549,0.5780659566687163,0.22857142857142856,76.35405159177094,0.0,-0.023578674446717907
4,rapid_growth,baseline,nash,0.9805354532682445,0.19204750699184736,0.5020625681885534,2.239242560934363,0.32938179680249013,0.06674778342652463,0.5737820817487724,0.22857142857142856,77.51618880050437,0.0,-0.023636259412211924
5,rapid_growth,baseline,nash,0.9972847140716468,0.2129060608282649,0.5249935535504856,2.144031449620751,0.3210210974646234,0.0638813677731364,0.5707047275128385,0.22857142857142856,77.97758600611374,0.0,-0.023573303352478314
6,rapid_growth,baseline,nash,1.0031126888208073,0.23541755078961168,0.5294398978361884,2.0910645447587024,0.31625965931325206,0.06228643731421132,0.5688887684993051,0.22857142857142856,77.95895391250981,0.0,-0.023557983235192648
7,rapid_growth,baseline,nash,1.0014835620363018,0.2515155612580964,0.5443286112423625,2.0725509629725,0.31457612309153316,0.061728903587109016,0.5682551299422358,0.22857142857142856,77.70478617314797,0.0,-0.023331427397428994
8,rapid_growth,baseline,nash,0.9965649509433591,0.2662321331119578,0.5702221949442412,2.0777307699065797,0.3150481697349086,0.06188489567259303,0.5684338725480149,0.22857142857142856,77.32895134685324,0.0,-0.02296510404272878
9,rapid_growth,baseline,nash,0.9898485335370154,0.2831701227563038,0.5803848335705096,2.093347871001838,0.3164665951909728,0.06235519730171836,0.5689659211762221,0.22857142857142856,76.85082241532717,0.0,-0.022746699553468197
10,rapid_growth,baseline,nash,0.9814374184541347,0.29607931551071315,0.5924037622902272,2.1146226201653677,0.31838739787315296,0.06299584295206344,0.5696944541153812,0.22857142857142856,76.34684074025694,0.0,-0.02248800149388752
11,rapid_growth,baseline,nash,0.9729001284741818,0.3068724949173473,0.6049668456775492,2.141187650915478,0.32076750011577365,0.06379574167721867,0.570608116329492,0.22857142857142856,75.85953404698557,0.0,-0.022232120998913807
12,rapid_growth,baseline,nash,0.964792568074039,0.3164676884281318,0.6183758646065121,2.168068680890677,0.32315551269221454,0.06460509698835129,0.5715129709530877,0.22857142857142856,75.40199540173857,0.0,-0.02198084706053338
13,rapid_growth,baseline,nash,0.9572529969196288,0.3255756954135627,0.6418736668252084,2.193525447822138,0.325398391750156,0.06537151659002455,0.5723453383859787,0.22857142857142856,74.97227786879577,0.0,-0.0216537227650222
14,rapid_growth,baseline,nash,0.9501992392212276,0.33744149353528496,0.6548086402685048,2.217141307819169,0.32746314794281267,0.06608246763087744,0.5730970611853536,0.22857142857142856,74.52938223405263,0.0,-0.021434977051780324
15,rapid_growth,baseline,nash,0.9427987233892859,0.34767006936076067,0.6819907746962063,2.2391891207996815,0.3293771733765043,0.06674617475788226,0.5737804464417917,0.22857142857142856,74.08895033829079,0.0,-0.021092704057296352
16,rapid_growth,baseline,nash,0.9355685371356963,0.36105984941159364,0.7042436053032969,2.2622763803125405,0.3313675222012404,0.06744113377311287,0.5744781766972684,0.22857142857142856,73.6169714796815,0.0,-0.020808832873575378
17,rapid_growth,baseline,nash,0.9276904750683315,0.3746633313409496,0.7324335273999922,2.284791953113599,0.3332950652547974,0.06811884690822294,0.575144815334367,0.22857142857142856,73.11224910925513,0.0,-0.020475916540171335
18,rapid_growth,baseline,nash,0.919343843757099,0.38987423841724994,0.7658436017584629,2.309283863771215,0.335376855534063,0.06885600637704004,0.5758523213307798,0.22857142857142856,72.56565307387335,0.0,-0.02011401839300575
19,rapid_growth,baseline,nash,0.9103095913639405,0.40719925683014047,0.7823814981336182,2.3351904359217057,0.3375621893013569,0.06963569902197028,0.576579824924129,0.22857142857142856,71.96109166355146,0.0,-0.019873179241582495
