scenario,policy,mode,final_G,final_H,final_D,avg_G_tail,avg_H_tail,avg_D_tail,avg_free_riding_tail,avg_welfare_tail,avg_policy_cost_tail,avg_Q_tail,avg_effort_tail,avg_effort_gini_tail,stability_tail,subsidy,penalty,threshold,backlog_reduction,policy_template,source_grid
critical_infrastructure,subsidy_penalty_response_3d,nash,0.779292592403527,0.5572865364291876,0.9333324659790472,0.7971924694932343,0.5325017778184489,0.8947916122736823,0.2857142857142857,66.51918632616379,0.0,2.527716579698135,0.07524654454820416,0.45075318480844806,0.002940068776953103,0.0,0.0,0.0,0.0,pure_subsidy_penalty_from_baseline,synthetic_policy_response_surface_3d_fine_grid
critical_infrastructure,subsidy_penalty_response_3d,nash,0.8069664930943632,0.553662383469494,0.943385903638273,0.8256269180819666,0.5279262118019983,0.9034611314463448,0.22857142857142856,67.96162228916798,0.011999999999999999,2.6719897064041813,0.08014921658951671,0.4265569093441345,0.002375499299690026,0.0,0.049999999999999996,0.0,0.0,pure_subsidy_penalty_from_baseline,synthetic_policy_response_surface_3d_fine_grid
critical_infrastructure,subsidy_penalty_response_3d,nash,0.8337091457635988,0.54965892048332,0.9532477678361284,0.8529768252165659,0.5229825653098239,0.911941487479581,0.22857142857142856,69.31700961269453,0.023999999999999997,2.8265038648284175,0.08532104179769653,0.4122855846901272,0.0018443337988364589,0.0,0.09999999999999999,0.0,0.0,pure_subsidy_penalty_from_baseline,synthetic_policy_response_surface_3d_fine_grid
critical_infrastructure,subsidy_penalty_response_3d,nash,0.8581888676346923,0.5453533357630344,0.9622803290688735,0.8779012779611097,0.5178281521080713,0.919670860426246,0.175,70.53536515921479,0.027562499999999997,2.9854855587044007,0.09064332975157592,0.40511955678039624,0.0013662264591803724,0.0,0.15,0.0,0.0,pure_subsidy_penalty_from_baseline,synthetic_policy_response_surface_3d_fine_grid
critical_infrastructure,subsidy_penalty_response_3d,nash,0.8813181898392015,0.5413355176930098,0.971510488805799,0.9023847792517685,0.5123634055059534,0.9275739180659066,0.16428571428571428,71.70497901609828,0.034499999999999996,3.157801687243951,0.09631703074185705,0.4029049613790878,0.0009058038605508356,0.0,0.19999999999999998,0.0,0.0,pure_subsidy_penalty_from_baseline,synthetic_policy_response_surface_3d_fine_grid
critical_infrastructure,subsidy_penalty_response_3d,nash,0.9039406815895394,0.5366231726818311,0.9805718751136066,0.9251637557886699,0.5067451262796164,0.935335447878368,0.12857142857142856,72.78058270051626,0.033749999999999995,3.343861648782581,0.10237360075501217,0.405502610382252,0.00047939826614760983,0.0,0.24999999999999997,0.0,0.0,pure_subsidy_penalty_from_baseline,synthetic_policy_response_surface_3d_fine_grid
critical_infrastructure,subsidy_penalty_response_3d,nash,0.9246602631763183,0.5319451534509972,0.9886840780518066,0.9459057336355632,0.5009507078865731,0.942212469802465,0.10714285714285715,73.74645998535004,0.03375,3.5319299150456924,0.10838999263862623,0.4116499964120708,9.338891167291752e-05,0.0,0.3,0.0,0.0,pure_subsidy_penalty_from_baseline,synthetic_policy_response_surface_3d_fine_grid
critical_infrastructure,subsidy_penalty_response_3d,nash,0.944162221272399,0.5273148718207633,0.9968816655786541,0.9662841207299822,0.49498081529177923,0.9491803478515081,0.07142857142857142,74.68506659561527,0.02625,3.729249197561921,0.11476689320453295,0.41782740514531214,-0.000277714835404716,0.0,0.35,0.0,0.0,pure_subsidy_penalty_from_baseline,synthetic_policy_response_surface_3d_fine_grid
critical_infrastructure,subsidy_penalty_response_3d,nash,0.962030623167278,0.5224293582646231,1.0047080453483297,0.9845325254876816,0.4892524791417545,0.9558691108601997,0.05714285714285714,75.50630417757165,0.023999999999999997,3.931177609082008,0.12130512822812275,0.42635941371851205,-0.0006093284409548483,0.0,0.39999999999999997,0.0,0.0,pure_subsidy_penalty_from_baseline,synthetic_policy_response_surface_3d_fine_grid
critical_infrastructure,subsidy_penalty_response_3d,nash,0.9773034364415091,0.5183602702541786,1.01227065711801,0.9999906177426605,0.48451222575754826,0.9624170739702842,0.039285714285714285,76.18511281617504,0.018562499999999996,4.114192218433194,0.1274776928594391,0.43916173947854253,-0.0008817686932952873,0.0,0.44999999999999996,0.0,0.0,pure_subsidy_penalty_from_baseline,synthetic_policy_response_surface_3d_fine_grid
