scenario,policy,mode,final_G,final_H,final_D,avg_G_tail,avg_H_tail,avg_D_tail,avg_free_riding_tail,avg_welfare_tail,avg_policy_cost_tail,avg_Q_tail,avg_effort_tail,avg_effort_gini_tail,stability_tail,run
critical_infrastructure,baseline,nash,1.0533490557586238,0.49736869682224677,1.1974471163798215,1.070590116678638,0.46102584957723813,1.1207372864945673,0.34285714285714286,78.93465484305177,0.0,2.5276212977728525,0.07013288304460252,0.4999879474688772,-0.011709433241475525,0
critical_infrastructure,reputation,nash,1.2920368060612657,0.3418202630738943,1.386975715593741,1.3091398498691187,0.28164954577346946,1.276930709477536,0.0,88.56843268608964,0.12881855750545518,10.776771790005157,0.3116809716958559,0.3141175356969266,-0.01603746214030402,0
critical_infrastructure,combined_portfolio,nash,1.3649644175050877,0.24920833974605164,1.4447484877477172,1.380323378447094,0.17745684845626164,1.3207134166452676,0.0,86.58087773786976,5.009454149225161,13.642164072171692,0.3939502698924945,0.319551348037517,-0.01756232691370868,0
critical_infrastructure,baseline,nash,0.7916769660178341,0.5264159136845633,0.7252823480195821,0.7975444257356135,0.5163426061805234,0.7043820612306085,0.2857142857142857,70.91810019317572,0.0,3.138878900976534,0.09235816422674242,0.5156302956994152,0.007408061114123579,1
critical_infrastructure,reputation,nash,1.1552862072650483,0.38657887167342786,0.8748951129283359,1.1675533090976713,0.3579825792457558,0.8343305982843074,0.02857142857142857,88.24241834722869,0.13375444646484955,11.15023155620852,0.3455604208178328,0.38447763380778543,0.0008190808281903356,1
critical_infrastructure,combined_portfolio,nash,1.2684726156419077,0.32024450496007617,0.9408220820695627,1.280655426849016,0.28288695688469456,0.8912037570790972,0.0,87.47558500182483,5.275294420713093,14.103451571941005,0.434992233212408,0.378582033080178,-0.0010739788632682101,1
critical_infrastructure,baseline,nash,1.02022737758127,0.6305012108437039,0.9700939094125338,1.0322804795177458,0.6028698690534,0.9126791028100609,0.14285714285714285,113.1953947177413,0.0,3.28659147346452,0.09873938463728453,0.4845879187788021,-0.005363818936183318,2
critical_infrastructure,reputation,nash,1.239978412764137,0.5272107401707864,1.0973397338101967,1.2529797530001032,0.4840366040890013,1.0205743169690535,0.0,125.54271687294803,0.13198493310850606,11.100036471874922,0.3330434761332871,0.3558666621596974,-0.009081139278772798,2
critical_infrastructure,combined_portfolio,nash,1.3177795412326978,0.46262370953157445,1.163255247155743,1.3292988194410165,0.4111997998467819,1.0761482445483732,0.0,124.31025662097267,5.222287956573455,14.113681792022671,0.42680546261336116,0.3643452724370863,-0.010383191574901751,2
critical_infrastructure,baseline,nash,1.0821795762278013,0.469207621412922,1.021453946868988,1.0942301390949778,0.444082292527824,0.9725626861320438,0.2571428571428571,99.52847389159676,0.0,2.9074823830067285,0.08173610791166903,0.574668161285903,-0.004444067688143344,3
critical_infrastructure,reputation,nash,1.2949943428123991,0.285905313167966,1.1909242544883882,1.3115322726912153,0.23372009217856218,1.1143494426093639,0.02857142857142857,110.76514598840023,0.12170620707726798,9.186814538994998,0.26818532686749663,0.3582466938760654,-0.008453420917312826,3
critical_infrastructure,combined_portfolio,nash,1.3722156146586044,0.16874889868049894,1.2376868942544905,1.3873373775845352,0.10390725955495336,1.148303433773545,0.0,110.28097149875948,4.646797776630651,11.605699372560156,0.33803860593565616,0.37261989125071593,-0.01014267273820832,3
