time,scenario,policy,mode,G,H,D,Q,Q_norm,avg_effort,effort_gini,free_riding_ratio,welfare,policy_cost,stability_score
0,small_volunteer,baseline,nash,0.7432688469201258,0.0,0.2958932971674571,2.687765198428372,0.36614805448247933,0.07347674709159836,0.44628234848261017,0.22857142857142856,46.940474779469284,0.0,-0.005429833684183372
1,small_volunteer,baseline,nash,0.8831772546087919,0.0,0.3031198131740249,2.271434353580509,0.33253812820868606,0.0620896838654578,0.4378999935524788,0.2571428571428571,51.609555248343646,0.0,-0.00652281531963772
2,small_volunteer,baseline,nash,0.9742617482774132,0.0,0.2967674888253098,1.9298329623120414,0.3015961280710597,0.05274600719947238,0.4298920871334164,0.2857142857142857,54.35848553507607,0.0,-0.0073471908979847456
3,small_volunteer,baseline,nash,1.0337078710415204,0.0,0.30485663520601874,1.7059131479597955,0.2792892322013642,0.04662086545579444,0.4237127934043945,0.2857142857142857,56.045458975283296,0.0,-0.007712687291651754
4,small_volunteer,baseline,nash,1.0729678200161872,0.0,0.2972166448212899,1.5561811779471761,0.2633178497040013,0.042524868044213376,0.42008398997980034,0.3142857142857143,57.117568548160264,0.0,-0.00811825317210424
5,small_volunteer,baseline,nash,1.0992542802357361,0.0,0.2975960946534208,1.4547484933662969,0.25195758927663275,0.03975001289839856,0.41835610679806323,0.37142857142857144,57.81782522261177,0.0,-0.008313813738888065
6,small_volunteer,baseline,nash,1.1170725858937804,0.0,0.31089472426576376,1.385353080383863,0.24391167507155148,0.03785153091750786,0.41734473044050935,0.37142857142857144,58.28478636689849,0.0,-0.00827214378149077
7,small_volunteer,baseline,nash,1.1292717812400845,0.0,0.30277677843993905,1.3375132087223316,0.2382274854559831,0.03654272359767293,0.4169424235553152,0.37142857142857144,58.60098709996216,0.0,-0.008469600210445849
8,small_volunteer,baseline,nash,1.137687994077414,0.0,0.30318715123427503,1.3043428483078574,0.23421756958704815,0.03563523065441265,0.41680764373822754,0.37142857142857144,58.817502702257244,0.0,-0.008526007889544607
9,small_volunteer,baseline,nash,1.1435274433656493,0.0,0.30051784179421936,1.2812453650101063,0.23139111098335108,0.03500330924274986,0.4167819692962309,0.37142857142857144,58.966954900441166,0.0,-0.008604068674378684
10,small_volunteer,baseline,nash,1.1475959016901718,0.0,0.3038959011428318,1.2651117029655599,0.22939979314801384,0.03456190631541871,0.4167960754981652,0.37142857142857144,59.070709531922226,0.0,-0.008588738304989407
11,small_volunteer,baseline,nash,1.1504389770265473,0.0,0.2978874411355522,1.2538168946495682,0.2279972583765045,0.0342528882520225,0.41681338640426135,0.37142857142857144,59.1430340258661,0.0,-0.008689257273368334
12,small_volunteer,baseline,nash,1.1524300069676916,0.0,0.3048429764138878,1.2458968921924312,0.2270095921089138,0.03403620154320279,0.4168290952851188,0.37142857142857144,59.19359556610771,0.0,-0.008611073990615115
13,small_volunteer,baseline,nash,1.1538264722246745,0.0,0.31412413299395125,1.2403369396524682,0.22631415358055873,0.0338840839559823,0.41684907427176565,0.37142857142857144,59.229015236304605,0.0,-0.008498380627598223
14,small_volunteer,baseline,nash,1.1548069841736337,0.0,0.31575024238272403,1.2364305872341244,0.22582451420437566,0.03377720781928036,0.4168713149624794,0.37142857142857144,59.253863553640834,0.0,-0.008483987540866433
15,small_volunteer,baseline,nash,1.1554959673931877,0.0,0.32138904646784083,1.2336844458861078,0.22547978856201098,0.03370207444282347,0.416887082506076,0.37142857142857144,59.271313448424,0.0,-0.008414865729144072
16,small_volunteer,baseline,nash,1.155980362481607,0.0,0.32411206605957654,1.2317531362974026,0.22523709556344487,0.03364923449194232,0.41689822199038473,0.37142857142857144,59.28357657711828,0.0,-0.008382678476583694
17,small_volunteer,baseline,nash,1.156321050558338,0.0,0.3211915795083807,1.2303944904469872,0.22506623898986916,0.033612062389918276,0.4169060835473628,0.37142857142857144,59.292199015854855,0.0,-0.008423334333709676
18,small_volunteer,baseline,nash,1.1565607302861405,0.0,0.3151113255065343,1.2294385098608143,0.22494595721450014,0.033585907061961476,0.4169150032632618,0.37142857142857144,59.29826378404,0.0,-0.008504929205489287
19,small_volunteer,baseline,nash,1.1567293810302732,0.0,0.31361876024481355,1.2287657590535466,0.22486128057494473,0.03356750080434575,0.41692176573073825,0.37142857142857144,59.30253063677916,0.0,-0.008525804258829872
20,small_volunteer,baseline,nash,1.1568480681024798,0.0,0.3197494933199209,1.2282922772212286,0.2248016698533492,0.03355454648171731,0.416926530472429,0.37142857142857144,59.30553310294696,0.0,-0.008446000607992277
21,small_volunteer,baseline,nash,1.156931601388699,0.0,0.32609843906657604,1.2279590170870471,0.22475970525804093,0.03354542858141287,0.4169298867737181,0.37142857142857144,59.30764611914042,0.0,-0.008363492838163955
22,small_volunteer,baseline,nash,1.1569903969566782,0.0,0.33904121399283454,1.2277244402039225,0.22473016323524836,0.033539010625258776,0.41693225053296534,0.37142857142857144,59.30913330660434,0.0,-0.008195809935738652
23,small_volunteer,baseline,nash,1.1570317826223921,0.0,0.34477642234072015,1.2275593191655485,0.22470936644131906,0.03353449296063124,0.4169339150556792,0.37142857142857144,59.310180086790055,0.0,-0.008122170980519705
24,small_volunteer,baseline,nash,1.1570609145765205,0.0,0.3513735969679528,1.227443085904785,0.22469472607896676,0.03353131285147146,0.416935087080784,0.37142857142857144,59.310916911531315,0.0,-0.008037752747069637
25,small_volunteer,baseline,nash,1.1570814214461032,0.0,0.36354847459200124,1.2273612646672547,0.22468441968461617,0.033529074245432604,0.4169359122754974,0.37142857142857144,59.311435575685145,0.0,-0.007882894644591687
26,small_volunteer,baseline,nash,1.157095857091932,0.0,0.3691329099110464,1.2273036667174044,0.22467716428514065,0.033527498381676166,0.4169364932492128,0.37142857142857144,59.31180068057504,0.0,-0.007812401003628455
27,small_volunteer,baseline,nash,1.157106019065562,0.0,0.3740287407688746,1.2272631203660036,0.22467205669955986,0.033526389044845256,0.41693690226758817,0.37142857142857144,59.3120576939178,0.0,-0.007750839984966618
28,small_volunteer,baseline,nash,1.1571131726453643,0.0,0.37833800838288106,1.2272345773940487,0.22466846111258126,0.03352560811710477,0.4169371902191925,0.37142857142857144,59.31223861881751,0.0,-0.0076968401788324314
29,small_volunteer,baseline,nash,1.1571182084777374,0.0,0.38392301171107734,1.2272144842234474,0.224665929927969,0.033525058373562726,0.4169373929358282,0.37142857142857144,59.312365982111984,0.0,-0.0076270991736211435
0,small_volunteer,subsidy,nash,0.9245396181330845,0.0,0.2958932971674571,10.571639513027797,0.6869887281861919,0.29287136747776815,0.38230463267665993,0.0,49.783777246616935,2.050099572344377,-0.00731421557354528
1,small_volunteer,subsidy,nash,1.1274006725521346,0.0,0.30354890762341924,10.236496929262087,0.678742783490333,0.28355800929837927,0.3862112496301302,0.0,55.55396955246563,1.984906065088655,-0.008922479920884685
2,small_volunteer,subsidy,nash,1.1954771823754495,0.0,0.297794401398026,10.077716430393362,0.6747498483314422,0.27914634319266945,0.38848134800868284,0.0,57.32665345871208,1.9540244023486864,-0.00955603703847796
3,small_volunteer,subsidy,nash,1.2129368541173189,0.0,0.306422673024351,10.021490067483878,0.6733221593904475,0.27760065952318214,0.3888873780415938,0.0,57.77427859719446,1.9432046166622752,-0.009599267691385638
4,small_volunteer,subsidy,nash,1.2169853987925534,0.0,0.29924125598846896,10.007326757521387,0.6729613789413172,0.27721130550911555,0.38899128996999544,0.0,57.877785021710444,1.940479138563809,-0.009717099282581243
5,small_volunteer,subsidy,nash,1.2178991829066521,0.0,0.2999909510155717,10.004056543991641,0.6728780111828622,0.2771214063094158,0.38901532386647575,0.0,57.90113808974736,1.9398498441659104,-0.009715837851925091
6,small_volunteer,subsidy,nash,1.2181041293622428,0.0,0.3136049596796996,10.00331914953123,0.6728592093165505,0.2771011351054561,0.3890207453718324,0.0,57.90637542442364,1.939707945738193,-0.009558263766158204
7,small_volunteer,subsidy,nash,1.2181500296475405,0.0,0.30577554697791487,10.003153800326826,0.6728549931183918,0.27709658960429756,0.38902196116827614,0.0,57.90754837275324,1.9396761272300829,-0.00965001946148658
8,small_volunteer,subsidy,nash,1.2181603062796194,0.0,0.30644242060407983,10.003116770140764,0.6728540488862218,0.2770955716329476,0.3890222334530382,0.0,57.907810983737576,1.9396690014306335,-0.009642298415219352
9,small_volunteer,subsidy,nash,1.2181626069530318,0.0,0.3040130411296823,10.0031084795291,0.6728538374836014,0.2770953437214506,0.3890222944145829,0.0,57.90786977553481,1.9396674060501544,-0.009670775615773453
10,small_volunteer,subsidy,nash,1.218163122006292,0.0,0.30761857663097697,10.003106623479077,0.6728537901560899,0.2770952926980574,0.3890223080622839,0.0,57.907882937290736,1.9396670488864018,-0.009628564710385756
11,small_volunteer,subsidy,nash,1.2181632373111861,0.0,0.30183284664568166,10.003106207964175,0.6728537795608537,0.2770952812754233,0.38902231111760277,0.0,57.9078858838109,1.9396669689279635,-0.009696369067030641
12,small_volunteer,subsidy,nash,1.2181632631244539,0.0,0.30900400638243947,10.003106114942929,0.6728537771889,0.2770952787182403,0.3890223118015965,0.0,57.907886543447376,1.939666951027682,-0.00961237832865991
13,small_volunteer,subsidy,nash,1.2181632689032607,0.0,0.3185026641647824,10.003106094118294,0.6728537766578915,0.27709527814576457,0.3890223119547218,0.0,57.90788669111995,1.939666947020352,-0.009501895268136717
14,small_volunteer,subsidy,nash,1.2181632701969598,0.0,0.32035063572880107,10.003106089456292,0.6728537765390149,0.27709527801760475,0.38902231198900195,0.0,57.90788672417935,1.9396669461232332,-0.009480501722344048
15,small_volunteer,subsidy,nash,1.2181632704865797,0.0,0.32621271173027006,10.00310608841261,0.6728537765124021,0.27709527798891354,0.38902231199667603,0.0,57.907886731580334,1.9396669459223947,-0.00941285410446735
16,small_volunteer,subsidy,nash,1.2181632705514167,0.0,0.3291631587561571,10.00310608817896,0.6728537765064442,0.27709527798249045,0.389022311998394,0.0,57.90788673323719,1.9396669458774334,-0.00937893026645198
17,small_volunteer,subsidy,nash,1.2181632705659318,0.0,0.32647333486700536,10.003106088126655,0.6728537765051105,0.2770952779810526,0.3890223119987788,0.0,57.907886733608116,1.9396669458673683,-0.009409854161612996
18,small_volunteer,subsidy,nash,1.2181632705691814,0.0,0.32062458581224573,10.003106088114944,0.6728537765048118,0.2770952779807307,0.38902231199886517,0.0,57.907886733691164,1.939666945865115,-0.009477333054399129
19,small_volunteer,subsidy,nash,1.2181632705699088,0.0,0.31936309526637713,10.003106088112323,0.672853776504745,0.2770952779806586,0.38902231199888426,0.0,57.90788673370975,1.9396669458646103,-0.00949193018444916
20,small_volunteer,subsidy,nash,1.2181632705700718,0.0,0.3257269205472632,10.003106088111737,0.6728537765047301,0.27709527798064243,0.3890223119988887,0.0,57.90788673371392,1.9396669458644973,-0.009418447607598912
