scenario,policy,mode,final_G,final_H,final_D,avg_G_tail,avg_H_tail,avg_D_tail,avg_free_riding_tail,avg_welfare_tail,avg_policy_cost_tail,avg_Q_tail,avg_effort_tail,avg_effort_gini_tail,stability_tail,subsidy,penalty,reputation,matching,budget,backlog_reduction,threshold,policy_id,is_pareto
critical_infrastructure,random_policy,nash,1.2522620505200772,0.2536463951481943,1.0207188491488521,1.2731944790224816,0.21176356966464832,0.9714043841232796,0.0,86.3130074806817,3.092229776331945,8.567648221483982,0.26212597130766857,0.35672468534697166,-0.0061431269700587265,0.037184938572056625,0.3777812755068135,0.13738122840422626,0.003402996649460743,0.0066650984881952485,0.06694732579192329,0.1496136058643617,0,True
critical_infrastructure,random_policy,nash,1.2741740246517181,0.3016963455650237,1.0093721230166666,1.2914656682167074,0.2630031838691884,0.9624372828949443,0.0,86.33728850772357,3.0493292784565345,9.023856205364531,0.2740578222368102,0.34820491216901917,-0.006531674619988631,0.026384811307185077,0.16168666692116732,0.20635859356242062,0.09047920977243153,0.02385201305425589,0.03435662616552874,0.17817057120562607,1,False
critical_infrastructure,random_policy,nash,1.3462603252384484,0.26059083452348253,1.0454933407948097,1.3593384694055062,0.2160687127193911,0.9920276295190992,0.0,80.93085616187011,9.209425609578904,15.77302979019349,0.46975681344588666,0.3182151202544682,-0.008161843592095569,0.33411668944457995,0.07988175180438453,0.11164757524207555,0.28775774684216365,0.031940758459293485,0.01140763514055911,0.0595989092654508,2,False
critical_infrastructure,random_policy,nash,1.348919056589465,0.26426092438676035,1.0455691840692243,1.36270273347122,0.21993639793057246,0.9921692311785805,0.0,83.68128003666493,7.0774990161918225,14.314733042858691,0.4283201908054803,0.31446045102996545,-0.008070146496648029,0.18949025188222368,0.17008412413577267,0.22936546796142604,0.2545805929284006,0.041922631013663836,0.01936438100385159,0.19518401095683174,3,True
critical_infrastructure,random_policy,nash,1.3238228214841448,0.25353904881708617,1.0407302994887608,1.3380774391986492,0.2091535647444363,0.9879454019889263,0.0,82.69872313473039,7.080243666502415,14.906020417549913,0.44628208818358217,0.31482660325916423,-0.007827906852527239,0.28279201365962653,0.39994133889262273,0.0750412256070055,0.22065161672590597,0.014932744213893241,0.019084467004285104,0.19556602887454255,4,False
critical_infrastructure,random_policy,nash,1.342170936478428,0.21434524078368483,1.0559736451459971,1.3579115586594535,0.16599373389663633,0.9996074741250401,0.0,84.95285520011055,6.346992870556826,14.202998896706394,0.42520148432544747,0.3141472108766421,-0.008104401634981329,0.14839691760922186,0.20216998093012709,0.2787953899248957,0.2032163570710571,0.024316688969740048,0.048857903670216404,0.06920839174213758,5,True
critical_infrastructure,random_policy,nash,1.3077135615589162,0.2507083012401615,1.036576736221135,1.3221845593597605,0.20676385509112843,0.9844572808850365,0.0,85.8762949717389,4.799247723461027,10.956463123194407,0.3303374155453747,0.3575460544852503,-0.007642601811436306,0.13823183153637772,0.14766277376116094,0.1347027905872506,0.34093298964961727,0.00021529710823146032,0.04978470105726801,0.18224361137933798,6,False
critical_infrastructure,random_policy,nash,1.126640949228011,0.41095111222180697,0.9055175203773861,1.1427049617361722,0.3864324884288709,0.8740630771109892,0.22857142857142856,81.13128347776939,2.185944984290476,3.830247301335815,0.11597928656526763,0.40772996726459826,-0.0038455132043827556,0.03681920519059724,0.002399848941088667,0.0305460660618419,0.14949149934619516,0.016849426971749366,0.027746987905419695,0.19096438662088766,7,False
critical_infrastructure,random_policy,nash,1.3380409165053433,0.2490734110437416,1.046256935930303,1.3519229754173323,0.20382337459041672,0.9924293936442972,0.0,82.84366758402783,7.09502148627824,15.839151046516669,0.4732887432704472,0.29981344216207806,-0.00805445287693618,0.22908998291038699,0.31779687289523145,0.22144161944750074,0.23842150073209445,0.023881825437868355,0.017051049093024344,0.20438043407793444,8,False
critical_infrastructure,random_policy,nash,1.3249440959627332,0.3037288466780008,1.0244220085431026,1.3399624813574698,0.26371070450837464,0.9750606374712897,0.0,85.75841892995128,5.307043647031021,8.428165500628502,0.2581037954945692,0.3573589149693169,-0.0073625632602208335,0.03716840016773015,0.39718810559571294,0.1299721623186167,0.284916686714837,0.048897479991097094,0.04473202427682501,0.15011491663535953,9,False
