scenario,policy,mode,final_G,final_H,final_D,avg_G_tail,avg_H_tail,avg_D_tail,avg_free_riding_tail,avg_welfare_tail,avg_policy_cost_tail,avg_Q_tail,avg_effort_tail,avg_effort_gini_tail,stability_tail,subsidy,penalty,reputation,matching,budget,backlog_reduction,threshold,policy_id,is_pareto
critical_infrastructure,random_policy,nash,1.2526452825643355,0.25328892007151055,1.0209277533858747,1.273610829867579,0.21128572488896075,0.9715658170116013,0.0,86.32508490372587,3.0933824917787307,8.59275523867247,0.26292782667190756,0.3563156363990408,-0.006152368439902162,0.037184938572056625,0.3777812755068135,0.13738122840422626,0.003402996649460743,0.0066650984881952485,0.06694732579192329,0.1496136058643617,0,True
critical_infrastructure,random_policy,nash,1.2743571943926473,0.30152780637067783,1.0095322107074545,1.2916700063954827,0.26275427200199697,0.9625693747555087,0.0,86.34300464648143,3.05032763031467,9.038760353047508,0.2745182911355908,0.3481784668451422,-0.0065359473822147185,0.026384811307185077,0.16168666692116732,0.20635859356242062,0.09047920977243153,0.02385201305425589,0.03435662616552874,0.17817057120562607,1,False
critical_infrastructure,random_policy,nash,1.346851048936738,0.25940447755892426,1.046017704429765,1.3599273123733804,0.21475496481121026,0.9924397551280074,0.0,80.86459527404261,9.265263367436923,15.894287735051073,0.473415004577269,0.31886667443112415,-0.008176707837269703,0.33411668944457995,0.07988175180438453,0.11164757524207555,0.28775774684216365,0.031940758459293485,0.01140763514055911,0.0595989092654508,2,False
critical_infrastructure,random_policy,nash,1.3493011769103556,0.2635180930927085,1.0458996167094927,1.3630822942110865,0.2191147451693775,0.9924289179072434,0.0,83.6604692210334,7.0987551601780545,14.384048059692084,0.43047796961265483,0.31558653936871894,-0.008079766038059932,0.18949025188222368,0.17008412413577267,0.22936546796142604,0.2545805929284006,0.041922631013663836,0.01936438100385159,0.19518401095683174,3,True
critical_infrastructure,random_policy,nash,1.324424524086833,0.2524925223999507,1.041186855714213,1.3386768300525196,0.20799294325360407,0.988301157709974,0.0,82.65809957384354,7.119313893584615,15.006939212629716,0.44937499419765764,0.3159495276277665,-0.007842308351782151,0.28279201365962653,0.39994133889262273,0.0750412256070055,0.22065161672590597,0.014932744213893241,0.019084467004285104,0.19556602887454255,4,False
critical_infrastructure,random_policy,nash,1.342578993805674,0.21357797023878022,1.0562299183932453,1.3583160227908704,0.16514319549836443,0.9997949708114023,0.0,84.9382731028445,6.36348321878579,14.270568864967535,0.42731403728513373,0.31499428783755046,-0.008114977572560994,0.14839691760922186,0.20216998093012709,0.2787953899248957,0.2032163570710571,0.024316688969740048,0.048857903670216404,0.06920839174213758,5,True
critical_infrastructure,random_policy,nash,1.3081810765869648,0.24999683882541868,1.0369014351160841,1.3226500786332083,0.20596941616112296,0.9847107476163974,0.0,85.872832224929,4.814551434743254,11.008573885072614,0.3320210976538978,0.3587041655905632,-0.007653503686166074,0.13823183153637772,0.14766277376116094,0.1347027905872506,0.34093298964961727,0.00021529710823146032,0.04978470105726801,0.18224361137933798,6,False
critical_infrastructure,random_policy,nash,1.1267827438567024,0.41088888893809666,0.9055964267149196,1.1428540572382613,0.38635631251662694,0.8741306725041519,0.22857142857142856,81.13754156187252,2.1861779347841512,3.8326593467010994,0.11605295375763422,0.4097627031760853,-0.0038482675625368667,0.03681920519059724,0.002399848941088667,0.0305460660618419,0.14949149934619516,0.016849426971749366,0.027746987905419695,0.19096438662088766,7,False
critical_infrastructure,random_policy,nash,1.33846367706417,0.24826523141406803,1.046590001850094,1.3523366870236775,0.2029469064892663,0.9926879671316311,0.0,82.8113343601035,7.122548564419946,15.919685013629277,0.47578511329202333,0.30083202464856307,-0.00806477523237456,0.22908998291038699,0.31779687289523145,0.22144161944750074,0.23842150073209445,0.023881825437868355,0.017051049093024344,0.20438043407793444,8,False
critical_infrastructure,random_policy,nash,1.3252494057344542,0.30331460091224793,1.024742920350296,1.340327394186856,0.2631339563291672,0.9753259637336722,0.0,85.76537638362905,5.311692314579715,8.458805146767563,0.2590560680803925,0.35660277700031634,-0.0073708743367661145,0.03716840016773015,0.39718810559571294,0.1299721623186167,0.284916686714837,0.048897479991097094,0.04473202427682501,0.15011491663535953,9,False
critical_infrastructure,random_policy,nash,1.314787570123659,0.2983109729804118,1.021871511686058,1.3273242803367036,0.2580200573714338,0.9728025628148291,0.0,85.83585073863466,3.6584278718006598,13.244625216395107,0.39751853733966,0.32176193155642907,-0.007662272811111981,0.07955570798979422,0.18935986362046495,0.3235060455940715,0.3250575344850864,0.014265331727968095,0.0023014751596679654,0.07123319188940232,10,True
critical_infrastructure,random_policy,nash,1.2826133456496713,0.2541503176200947,1.0287617565728138,1.2998690722419342,0.2112882163216834,0.9780628950459511,0.0,86.78911707074893,3.2841335136010104,9.755805791761409,0.29783453458553955,0.3604856802605589,-0.006977479290345756,0.04130405179721125,0.39104473157340425,0.17895572968799853,0.16483126203913553,0.0035221345896204073,0.056825845442231175,0.0982803339767965,11,True
critical_infrastructure,random_policy,nash,1.2520927110560742,0.36574324230722605,0.9664043777394666,1.2661403469788248,0.3331395171532462,0.9258158682836114,0.05714285714285714,85.925582440042,2.034939352559788,7.615629998052592,0.23029905253381483,0.3686349437519426,-0.006311272389067479,0.01257873871778855,0.002590248330161149,0.19979742271618875,0.23511829127026782,0.01974936332059099,0.005558590030112354,0.11847426156667269,12,False
critical_infrastructure,random_policy,nash,1.3361794239596003,0.26835946001044453,1.0413971665511474,1.3524321664837424,0.22497796419038865,0.9888324588554094,0.0,86.21579244064665,5.626119358767691,9.001479246556139,0.27509800142079177,0.3495684578904368,-0.007563065657728352,0.015190699409363273,0.39040724132451265,0.18328874708082593,0.24075137442571667,0.04846134560892945,0.06168078612013963,0.13904225253466546,13,True
critical_infrastructure,random_policy,nash,1.234107693314675,0.3714569388761723,0.957592564221958,1.2482040781259376,0.33989724994790327,0.9183283236629641,0.0,85.37956692613886,1.8663167500849778,7.488478660706661,0.2283460240469108,0.3794511818777542,-0.006057990748814496,0.07200769990655245,0.15476627792249836,0.08921819042901788,0.21424229098872397,0.01186235694218692,0.0016922207532286972,0.10726658428468752,14,False
critical_infrastructure,random_policy,nash,1.3555155227548064,0.24634882834130356,1.0528730532982575,1.3703705553353434,0.20022015247554623,0.9978621974029018,0.0,82.06037582419229,8.745789454376652,15.461057615152551,0.4615658506473419,0.31420463993374115,-0.008126182115221009,0.2805085676663085,0.19596057383242443,0.1466094318580532,0.1732024476359158,0.046869040395860956,0.02308906348822154,0.17721731756055514,15,True
